;target_day_n;target_day_engagement;target_day_prop;random_day_n;random_day_engagement;random_day_prop;comparison_metric;comparison_metric_weighted;hot_topic
euro;2;18;0.0018099547511312218;2.0;11.0;0.0017316017316017316;1.0452488687782806;1.3370868455605254;0
ontdekken;1;8;0.0009049773755656109;1.0;5.0;0.0008658008658008658;1.0452488687782806;1.3221468588215306;0
vier-programma;1;3;0.0009049773755656109;1.0;2.0;0.0008658008658008658;1.0452488687782806;1.2801631913640592;0
ing;1;6;0.0009049773755656109;1.0;4.0;0.0008658008658008658;1.0452488687782806;1.2801631913640592;0
tactiek;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
campenaerts;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
apple;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
curator fng;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
flits;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
weg ek voor vanheusd;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
koen wauters;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
kendall jenner;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
mentaal;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
neg;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
amc;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
beyoncé;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
dvtch norris;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
nyrstar;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
doomscrolling;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
ant group;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
chaotische;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
julie cafmeyer;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
s reageren vol ongeloof;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
groot;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
ultra-snell;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
tim van steenbergen;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
sony;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
antwerp verliezen tegen;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
proximus;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
fact check;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
psychose van gogh;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
schelle;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
dubbelrol van adviseur;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
prins andrew;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
hoe;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
fiber;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
martine tanghe;1;2;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;1.2798312781656969;0
antwerps;6;86;0.005429864253393665;6.0;62.0;0.005194805194805195;1.0452488687782806;1.2310426147643048;0
belgië;25;344;0.02262443438914027;22.0;379.0;0.01904761904761905;1.187782805429864;1.1316096709372416;0
polen;1;29;0.0009049773755656109;2.0;7.0;0.0017316017316017316;0.5226244343891403;1.0637502850895368;0
champions league;1;1;0.0009049773755656109;1.0;0.0;0.0008658008658008658;1.0452488687782806;1.0452488687782806;0
euronext;1;1;0.0009049773755656109;1.0;0.0;0.0008658008658008658;1.0452488687782806;1.0452488687782806;0
marc van ranst;10;230;0.00904977375565611;7.0;561.0;0.006060606060606061;1.493212669683258;0.956101839092396;0
coronacrisi;1;3;0.0009049773755656109;1.0;4.0;0.0008658008658008658;1.0452488687782806;0.9052120736389382;0
croo;1;9;0.0009049773755656109;1.0;12.0;0.0008658008658008658;1.0452488687782806;0.9052120736389382;0
boekenleeuw;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
ethias arena;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
e van eels;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
moldavië;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
dierenkapsalons;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
dode;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
donohoe;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
club;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
stream;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
bayern;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
station berchem;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
iss;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
anne;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
clement;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
wereldvermaard;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
uhasselt;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
review;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
sport/voetbalmagazine;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
iv;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
republikeinen;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
plantencentrum thomas;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
genks;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
rechtbank;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
ward hulselmans;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
marketingspecialist selligent;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
turks kust;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
sportmanager peter verbeke;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
tormans;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
analyse goots;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
dendermonde;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
corona tijdelijk werkloos;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
acid;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
fod economie;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
youtuber kastiop;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
paschal;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
biogezond;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
veilig;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
definitive edition;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
ryan giggs;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
witse;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
waarom johnny depp;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
albert;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
cm group;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
jacques sys;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
hilde van acker;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
stijlbreuk;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
portugesehof;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
alleen club brugge;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
vrouw’-kandidaat;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
kledinglijn;1;1;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.9049773755656109;0
berchem;1;7;0.0009049773755656109;1.0;12.0;0.0008658008658008658;1.0452488687782806;0.7983220102072391;0
overzicht;6;40;0.005429864253393665;9.0;31.0;0.007792207792207792;0.6968325791855203;0.7915486196746423;0
oostenrijks;3;22;0.0027149321266968325;3.0;41.0;0.0025974025974025974;1.0452488687782806;0.7656655696908419;0
video;11;19;0.009954751131221719;12.0;30.0;0.01038961038961039;0.9581447963800904;0.7625131160789882;0
heist;1;1;0.0009049773755656109;1.0;2.0;0.0008658008658008658;1.0452488687782806;0.73910256314069;0
facebook;3;31;0.0027149321266968325;5.0;23.0;0.004329004329004329;0.6271493212669683;0.7280947264618022;0
verenigd koninkrijk;2;7;0.0018099547511312218;2.0;16.0;0.0017316017316017316;1.0452488687782806;0.6913671412397291;0
netflix;3;23;0.0027149321266968325;5.0;20.0;0.004329004329004329;0.6271493212669683;0.6725427212010119;0
s trump;1;56;0.0009049773755656109;2.0;41.0;0.0017316017316017316;0.5226244343891403;0.610789827880858;0
jong;1;17;0.0009049773755656109;1.0;51.0;0.0008658008658008658;1.0452488687782806;0.6034747157592921;0
uitslag;2;4;0.0018099547511312218;4.0;3.0;0.003463203463203463;0.5226244343891403;0.6034747157592921;0
etappe;2;4;0.0018099547511312218;4.0;3.0;0.003463203463203463;0.5226244343891403;0.6034747157592921;0
frans;6;117;0.005429864253393665;12.0;89.0;0.01038961038961039;0.5226244343891403;0.5992218458856373;0
brussels;3;24;0.0027149321266968325;5.0;27.0;0.004329004329004329;0.6271493212669683;0.5912820505125519;0
frankrijk;3;236;0.0027149321266968325;9.0;84.0;0.007792207792207792;0.34841628959276016;0.5840026394412623;0
anderlecht;2;3;0.0018099547511312218;3.0;5.0;0.0025974025974025974;0.6968325791855204;0.5397641948560564;0
whatsapp;1;7;0.0009049773755656109;3.0;3.0;0.0025974025974025974;0.3484162895927602;0.5322146734714929;0
eric goens;1;1;0.0009049773755656109;1.0;4.0;0.0008658008658008658;1.0452488687782806;0.5226244343891403;0
georgië;1;4;0.0009049773755656109;3.0;2.0;0.0025974025974025974;0.3484162895927602;0.4927350420937934;0
senaat;1;2;0.0009049773755656109;1.0;9.0;0.0008658008658008658;1.0452488687782806;0.4927350420937933;0
vlaanderen;5;76;0.004524886877828055;5.0;370.0;0.004329004329004329;1.0452488687782806;0.47372427555874375;0
philadelphia;1;1;0.0009049773755656109;1.0;5.0;0.0008658008658008658;1.0452488687782806;0.4674495047985986;0
'cd&amp;v';1;8;0.0009049773755656109;2.0;10.0;0.0017316017316017316;0.5226244343891403;0.4674495047985986;0
parijs;2;30;0.0018099547511312218;6.0;20.0;0.005194805194805195;0.3484162895927602;0.4267210637880197;0
viroloog van gucht;3;18;0.0027149321266968325;3.0;115.0;0.0025974025974025974;1.0452488687782806;0.41353001634686015;0
kaart;3;20;0.0027149321266968325;7.0;27.0;0.006060606060606061;0.44796380090497734;0.3855458534686116;0
antwerp;2;9;0.0018099547511312218;5.0;11.0;0.004329004329004329;0.41809954751131223;0.37818527021247095;0
europees;4;26;0.0036199095022624436;10.0;34.0;0.008658008658008658;0.41809954751131223;0.3656174480309369;0
oproep;2;12;0.0018099547511312218;5.0;17.0;0.004329004329004329;0.41809954751131223;0.3512738817127279;0
league;1;3;0.0009049773755656109;3.0;3.0;0.0025974025974025974;0.3484162895927602;0.3484162895927602;0
hasselt;1;1;0.0009049773755656109;1.0;12.0;0.0008658008658008658;1.0452488687782806;0.30173735787964606;0
kmi;2;2;0.0018099547511312218;3.0;14.0;0.0025974025974025974;0.6968325791855204;0.26337795856751584;0
duitsland;4;22;0.0036199095022624436;9.0;102.0;0.007792207792207792;0.4645550527903469;0.21574882672088957;0
vlaams;3;54;0.0027149321266968325;10.0;145.0;0.008658008658008658;0.31357466063348416;0.1913611797322622;0
donald trump;2;18;0.0018099547511312218;5.0;93.0;0.004329004329004329;0.41809954751131223;0.1839392773028015;0
syrisch;1;1;0.0009049773755656109;1.0;40.0;0.0008658008658008658;1.0452488687782806;0.16526835735269133;0
lockdown;1;2;0.0009049773755656109;2.0;21.0;0.0017316017316017316;0.5226244343891403;0.1612854019965757;0
corona;4;2;0.0036199095022624436;5.0;58.0;0.004329004329004329;0.8361990950226245;0.15527827373357098;0
vandenbroucke;1;9;0.0009049773755656109;2.0;117.0;0.0017316017316017316;0.5226244343891403;0.14494993815387777;0
van ranst;1;8;0.0009049773755656109;2.0;133.0;0.0017316017316017316;0.5226244343891403;0.12817664020002453;0
rusland;1;5;0.0009049773755656109;6.0;11.0;0.005194805194805195;0.1742081447963801;0.11745110726169602;0
limburg;1;4;0.0009049773755656109;4.0;22.0;0.003463203463203463;0.26131221719457015;0.11142390379671044;0
eu;1;29;0.0009049773755656109;5.0;105.0;0.004329004329004329;0.20904977375565612;0.10986365703133781;0
limburgs;1;8;0.0009049773755656109;4.0;56.0;0.003463203463203463;0.26131221719457015;0.09876673446281843;0
kim kardashian;1;2;0.0009049773755656109;4.0;15.0;0.003463203463203463;0.26131221719457015;0.0954177306061036;0
di rupo;1;2;0.0009049773755656109;2.0;63.0;0.0017316017316017316;0.5226244343891403;0.09311817025908;0
planckaerts;1;3;0.0009049773755656109;4.0;24.0;0.003463203463203463;0.26131221719457015;0.09238782039258625;0
mr;1;17;0.0009049773755656109;5.0;182.0;0.004329004329004329;0.20904977375565612;0.06389082095519966;0
delphine;1;1;0.0009049773755656109;3.0;34.0;0.0025974025974025974;0.3484162895927602;0.05975290070576101;0
vrees;1;1;0.0009049773755656109;4.0;98.0;0.003463203463203463;0.26131221719457015;0.026396520112167497;0
uz brussel;1;10;0.0009049773755656109;12.0;201.0;0.01038961038961039;0.08710407239819005;0.019428551883145496;0
holland;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
bnp;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
kv kortrijk;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
election;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
gigantisch;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
tesla;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
yaeji;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
dua lipa;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
presidentskandidaat donald;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
duval union;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
sanofi lijven kiadis;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
baba;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
fever;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
lippens;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
trump versus biden;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
dvtch van looy;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
bizar;6;0;0.005429864253393665;5.0;0.0;0.004329004329004329;1.2542986425339366;0.0;0
verplanten;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
veerle;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
boer;4;0;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;0.0;0
angèle;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
tokio;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
woofa;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
van der poel;1;0;0.0009049773755656109;1.0;1.0;0.0008658008658008658;1.0452488687782806;0.0;0
gigi hadid;2;0;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;0.0;0
waarloos;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
belvilla;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
wow !;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
voormalig;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
zayn malik;2;0;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;0.0;0
wing;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
tien;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
koreaans-amerikaans;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
versuz;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
tips;1;0;0.0009049773755656109;2.0;6.0;0.0017316017316017316;0.5226244343891403;0.0;0
the radios;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
diepen;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
frits;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
ann peuteman;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
tumultueus slot;2;0;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;0.0;0
kortrijk;1;0;0.0009049773755656109;1.0;4.0;0.0008658008658008658;1.0452488687782806;0.0;0
zwitserland;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
coronacijfers;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
noorderlicht;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
ontmaskerde baba;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
dollar;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
universiteitscampus kaboel;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
hema;1;0;0.0009049773755656109;4.0;22.0;0.003463203463203463;0.26131221719457015;0.0;0
hamont;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
martien meiland;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
fabrizio van  temptation island;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
joofa;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
parlement peru;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
lg;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
knack;1;0;0.0009049773755656109;1.0;1.0;0.0008658008658008658;1.0452488687782806;0.0;0
juice club;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
kiezer;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
ancienne belgique;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
center parcs;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
frits uit;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
veerle voor thibaut;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
judd apatows;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
nelis;2;0;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;0.0;0
keihard;1;0;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;0.0;0
